,0,1,2,3,4,5,6,7,8,Diagnosis
225,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
226,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0
227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0
228,5.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0
229,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
230,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
231,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
232,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
233,5.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
234,3.0,3.0,2.0,6.0,3.0,3.0,3.0,5.0,1.0,0.0
235,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
236,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
237,5.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0
238,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
239,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
240,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
241,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
242,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
243,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
244,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
245,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
246,6.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0
247,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
248,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
249,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
250,3.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0
251,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
252,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
253,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
254,4.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0
255,4.0,4.0,4.0,4.0,6.0,5.0,7.0,3.0,1.0,0.0
256,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0
257,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0
258,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
259,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0
260,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
261,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
262,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0
263,4.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0
264,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
265,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
266,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
267,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0
268,3.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,0.0
269,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
270,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
271,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
272,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
273,3.0,4.0,5.0,3.0,7.0,3.0,4.0,6.0,1.0,0.0
274,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
275,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
276,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
277,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
278,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
279,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
280,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
281,5.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
282,4.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0
283,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0
284,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0
285,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0
286,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
287,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
288,3.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0
289,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0
290,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0
291,4.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0
292,5.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
293,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0
294,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0
295,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
297,5.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0
298,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
299,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
300,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
301,5.0,1.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,0.0
302,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0
303,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0
304,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
305,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0
306,5.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
307,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0
308,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0
309,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
310,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
311,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0
312,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
313,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
314,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0
315,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0
316,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
317,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
318,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
319,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
320,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
322,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
323,5.0,1.0,2.0,10.0,4.0,5.0,2.0,1.0,1.0,0.0
324,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
325,6.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0
326,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
327,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0
328,6.0,9.0,7.0,5.0,5.0,8.0,4.0,2.0,1.0,0.0
329,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0
330,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0
331,5.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,0.0
